X,Y,Index_,event_unique_id,Division,occurrencedate,reporteddate,location_type,premises_type,ucr_code,ucr_ext,offence,reportedyear,reportedmonth,reportedday,reporteddayofyear,reporteddayofweek,reportedhour,occurrenceyear,occurrencemonth,occurrenceday,occurrencedayofyear,occurrencedayofweek,occurrencehour,cleared,mci_category,Hood_ID,Neighbourhood,Longitude,Latitude,ObjectId
-8864931.18,5402773.417,105692,GO-2017492575,NSA,2016/09/18 04:00:00+00,2017/03/19 04:00:00+00,"Commercial Dwelling Unit (Hotel, Motel, B & B, Short Term Rental)",Commercial,1430,100,Assault,2017,March,19,78,Sunday    ,23,2016,September,18,262,Sunday    ,6,YES,Assault,NSA,NSA,-79.63503172,43.59365647,105270
0,0,105836,GO-2017502093,NSA,2017/03/21 04:00:00+00,2017/03/21 04:00:00+00,"Parking Lots (Apt., Commercial Or Non-Commercial)",Outside,1430,100,Assault,2017,March,21,80,Tuesday   ,11,2017,March,21,80,Tuesday   ,11,YES,Assault,NSA,NSA,0,0,105307
0,0,105888,GO-2017505212,NSA,2017/03/21 04:00:00+00,2017/03/21 04:00:00+00,"Single Home, House (Attach Garage, Cottage, Mobile)",House,1430,100,Assault,2017,March,21,80,Tuesday   ,20,2017,March,21,80,Tuesday   ,20,NO,Assault,NSA,NSA,0,0,105359
0,0,105551,GO-2017482637,NSA,2017/03/17 04:00:00+00,2017/03/18 04:00:00+00,"Apartment (Rooming House, Condo)",Apartment,1430,110,Assault - Force/Thrt/Impede,2017,March,18,77,Saturday  ,6,2017,March,17,76,Friday    ,22,NO,Assault,NSA,NSA,0,0,105423
0,0,105736,GO-2017493879,NSA,2017/03/20 04:00:00+00,2017/03/20 04:00:00+00,Homeless Shelter / Mission,Other,1460,100,Assault Peace Officer,2017,March,20,79,Monday    ,7,2017,March,20,79,Monday    ,7,YES,Assault,NSA,NSA,0,0,105670
0,0,105421,GO-2017471382,NSA,2017/03/16 04:00:00+00,2017/03/16 04:00:00+00,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,1430,100,Assault,2017,March,16,75,Thursday  ,13,2017,March,16,75,Thursday  ,13,NO,Assault,NSA,NSA,0,0,105921
0,0,105494,GO-2017481130,NSA,2017/03/17 04:00:00+00,2017/03/17 04:00:00+00,"Single Home, House (Attach Garage, Cottage, Mobile)",House,1430,100,Assault,2017,March,17,76,Friday    ,23,2017,March,17,76,Friday    ,23,YES,Assault,NSA,NSA,0,0,105994
0,0,105495,GO-2017481130,NSA,2017/03/17 04:00:00+00,2017/03/17 04:00:00+00,"Single Home, House (Attach Garage, Cottage, Mobile)",House,1430,100,Assault,2017,March,17,76,Friday    ,23,2017,March,17,76,Friday    ,23,YES,Assault,NSA,NSA,0,0,105995
-8761456.671,5450527.482,106573,GO-2017552986,NSA,2017/03/29 04:00:00+00,2017/03/29 04:00:00+00,"Single Home, House (Attach Garage, Cottage, Mobile)",House,1430,100,Assault,2017,March,29,88,Wednesday ,11,2017,March,29,88,Wednesday ,11,NO,Assault,NSA,NSA,-78.70550439,43.90354383,106199
0,0,106807,GO-2017570082,NSA,2017/03/01 05:00:00+00,2017/03/31 04:00:00+00,"Single Home, House (Attach Garage, Cottage, Mobile)",House,1430,100,Assault,2017,March,31,90,Friday    ,22,2017,March,1,60,Wednesday ,12,NO,Assault,NSA,NSA,0,0,106242
0,0,106308,GO-2017530851,NSA,2017/03/25 04:00:00+00,2017/03/26 04:00:00+00,"Single Home, House (Attach Garage, Cottage, Mobile)",House,2120,200,B&E,2017,March,26,85,Sunday    ,9,2017,March,25,84,Saturday  ,16,NO,Break and Enter,NSA,NSA,0,0,106381
0,0,106474,GO-2017544463,NSA,2017/03/28 04:00:00+00,2017/03/28 04:00:00+00,"Apartment (Rooming House, Condo)",Apartment,1430,100,Assault,2017,March,28,87,Tuesday   ,0,2017,March,28,87,Tuesday   ,0,YES,Assault,NSA,NSA,0,0,106448
-8817831.702,5434895.378,106718,GO-2017564203,NSA,2016/10/12 04:00:00+00,2017/03/30 04:00:00+00,"Other Commercial / Corporate Places (For Profit, Warehouse, Corp. Bldg",Commercial,1430,100,Assault,2017,March,30,89,Thursday  ,22,2016,October,12,286,Wednesday ,1,YES,Assault,NSA,NSA,-79.21192991,43.80228007,106491
-8800801.442,5444995.95,106339,GO-2017536601,NSA,2016/12/01 05:00:00+00,2017/03/26 04:00:00+00,"Single Home, House (Attach Garage, Cottage, Mobile)",House,1430,100,Assault,2017,March,26,85,Sunday    ,22,2016,December,1,336,Thursday  ,0,NO,Assault,NSA,NSA,-79.05894448,43.86773058,106682
-8791638.254,5450489.626,106233,GO-2017529078,NSA,2017/03/25 04:00:00+00,2017/03/25 04:00:00+00,"Police / Courts (Parole Board, Probation Office)",Other,1430,100,Assault,2017,March,25,84,Saturday  ,14,2017,March,25,84,Saturday  ,14,NO,Assault,NSA,NSA,-78.97663016,43.90329881,106844
0,0,106275,GO-20179003787,NSA,2017/03/25 04:00:00+00,2017/03/25 04:00:00+00,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,1610,180,Robbery - Swarming,2017,March,25,84,Saturday  ,19,2017,March,25,84,Saturday  ,19,NO,Robbery,NSA,NSA,0,0,106887
0,0,106916,GO-2017576635,NSA,2017/04/01 04:00:00+00,2017/04/02 04:00:00+00,"Open Areas (Lakes, Parks, Rivers)",Outside,1610,180,Robbery - Swarming,2017,April,2,92,Sunday    ,0,2017,April,1,91,Saturday  ,23,NO,Robbery,NSA,NSA,0,0,106916
-8862901.66,5400043.548,106973,GO-2017580005,NSA,2017/04/01 04:00:00+00,2017/04/02 04:00:00+00,"Apartment (Rooming House, Condo)",Apartment,1430,100,Assault,2017,April,2,92,Sunday    ,17,2017,April,1,91,Saturday  ,23,YES,Assault,NSA,NSA,-79.61680023,43.57589323,106973
0,0,106983,GO-2017581593,NSA,2017/04/02 04:00:00+00,2017/04/02 04:00:00+00,Ttc Bus,Transit,1430,100,Assault,2017,April,2,92,Sunday    ,21,2017,April,2,92,Sunday    ,20,NO,Assault,NSA,NSA,0,0,106983
-8887569.651,5389807.412,107462,GO-2017616886,NSA,2017/04/08 04:00:00+00,2017/04/08 04:00:00+00,"Other Non Commercial / Corporate Places (Non-Profit, Gov'T, Firehall)",Other,2120,220,B&E W'Intent,2017,April,8,98,Saturday  ,1,2017,April,8,98,Saturday  ,1,YES,Break and Enter,NSA,NSA,-79.83839656,43.5092401,107065
-8861877.309,5412180.263,107468,GO-2017616818,NSA,2017/04/08 04:00:00+00,2017/04/08 04:00:00+00,"Apartment (Rooming House, Condo)",Apartment,1430,100,Assault,2017,April,8,98,Saturday  ,1,2017,April,8,98,Saturday  ,1,NO,Assault,NSA,NSA,-79.60759833,43.65482659,107071
0,0,107715,GO-2017634311,NSA,2017/04/10 04:00:00+00,2017/04/10 04:00:00+00,"Parking Lots (Apt., Commercial Or Non-Commercial)",Outside,1420,100,Assault With Weapon,2017,April,10,100,Monday    ,19,2017,April,10,100,Monday    ,19,NO,Assault,NSA,NSA,0,0,107377
0,0,107716,GO-2017634311,NSA,2017/04/10 04:00:00+00,2017/04/10 04:00:00+00,"Parking Lots (Apt., Commercial Or Non-Commercial)",Outside,1420,100,Assault With Weapon,2017,April,10,100,Monday    ,19,2017,April,10,100,Monday    ,19,NO,Assault,NSA,NSA,0,0,107378
0,0,107957,GO-2017650961,NSA,2017/04/12 04:00:00+00,2017/04/13 04:00:00+00,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,1430,100,Assault,2017,April,13,103,Thursday  ,10,2017,April,12,102,Wednesday ,15,NO,Assault,NSA,NSA,0,0,107632
0,0,107962,GO-2017651011,NSA,2017/04/12 04:00:00+00,2017/04/13 04:00:00+00,Schools During Supervised Activity,Educational,1430,100,Assault,2017,April,13,103,Thursday  ,11,2017,April,12,102,Wednesday ,10,NO,Assault,NSA,NSA,0,0,107637
0,0,107086,GO-2017584487,NSA,2017/03/31 04:00:00+00,2017/04/03 04:00:00+00,Schools During Supervised Activity,Educational,1430,100,Assault,2017,April,3,93,Monday    ,10,2017,March,31,90,Friday    ,12,NO,Assault,NSA,NSA,0,0,107840
-8840385.856,5430180.558,107199,GO-2017601816,NSA,2016/05/01 04:00:00+00,2017/04/05 04:00:00+00,"Single Home, House (Attach Garage, Cottage, Mobile)",House,1430,100,Assault,2017,April,5,95,Wednesday ,19,2016,May,1,122,Sunday    ,0,NO,Assault,NSA,NSA,-79.41453732,43.77170402,107999
0,0,108585,GO-2017686436,NSA,2017/04/09 04:00:00+00,2017/04/19 04:00:00+00,"Parking Lots (Apt., Commercial Or Non-Commercial)",Outside,2135,210,Theft Of Motor Vehicle,2017,April,19,109,Wednesday ,15,2017,April,9,99,Sunday    ,0,NO,Auto Theft,NSA,NSA,0,0,108220
0,0,108936,GO-2017711952,NSA,2017/04/23 04:00:00+00,2017/04/23 04:00:00+00,"Single Home, House (Attach Garage, Cottage, Mobile)",House,1430,100,Assault,2017,April,23,113,Sunday    ,10,2017,April,23,113,Sunday    ,10,YES,Assault,NSA,NSA,0,0,108527
0,0,108990,GO-2017715468,NSA,2017/04/23 04:00:00+00,2017/04/23 04:00:00+00,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,1450,120,Discharge Firearm With Intent,2017,April,23,113,Sunday    ,22,2017,April,23,113,Sunday    ,22,NO,Assault,NSA,NSA,0,0,108581
0,0,108665,GO-2017695825,NSA,2017/04/20 04:00:00+00,2017/04/20 04:00:00+00,Ttc Bus,Transit,1430,100,Assault,2017,April,20,110,Thursday  ,21,2017,April,20,110,Thursday  ,18,NO,Assault,NSA,NSA,0,0,108753
0,0,108340,GO-2017675788,NSA,2017/04/17 04:00:00+00,2017/04/17 04:00:00+00,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,1420,100,Assault With Weapon,2017,April,17,107,Monday    ,18,2017,April,17,107,Monday    ,18,YES,Assault,NSA,NSA,0,0,108792
0,0,108341,GO-2017675788,NSA,2017/04/17 04:00:00+00,2017/04/17 04:00:00+00,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,1420,110,Assault Bodily Harm,2017,April,17,107,Monday    ,18,2017,April,17,107,Monday    ,18,YES,Assault,NSA,NSA,0,0,108795
0,0,108342,GO-2017675788,NSA,2017/04/17 04:00:00+00,2017/04/17 04:00:00+00,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,1480,100,Assault - Resist/ Prevent Seiz,2017,April,17,107,Monday    ,18,2017,April,17,107,Monday    ,18,YES,Assault,NSA,NSA,0,0,108796
0,0,108390,GO-2017669848,NSA,2017/02/01 05:00:00+00,2017/04/17 04:00:00+00,"Dealership (Car, Motorcycle, Marine, Trailer, Etc.)",Commercial,2135,210,Theft Of Motor Vehicle,2017,April,17,107,Monday    ,12,2017,February,1,32,Wednesday ,0,NO,Auto Theft,NSA,NSA,0,0,108844
0,0,108391,GO-2017669848,NSA,2017/02/01 05:00:00+00,2017/04/17 04:00:00+00,"Dealership (Car, Motorcycle, Marine, Trailer, Etc.)",Commercial,2135,210,Theft Of Motor Vehicle,2017,April,17,107,Monday    ,12,2017,February,1,32,Wednesday ,0,NO,Auto Theft,NSA,NSA,0,0,108845
0,0,108392,GO-2017669848,NSA,2017/02/01 05:00:00+00,2017/04/17 04:00:00+00,"Dealership (Car, Motorcycle, Marine, Trailer, Etc.)",Commercial,2135,210,Theft Of Motor Vehicle,2017,April,17,107,Monday    ,12,2017,February,1,32,Wednesday ,0,NO,Auto Theft,NSA,NSA,0,0,108846
-8859362.231,5396400.827,108774,GO-2017815084,NSA,2017/04/21 04:00:00+00,2017/04/21 04:00:00+00,Bar / Restaurant,Commercial,1610,210,Robbery - Business,2017,April,21,111,Friday    ,17,2017,April,21,111,Friday    ,17,YES,Robbery,NSA,NSA,-79.585005,43.55218191,108974
-8860032.369,5402755.54,109564,GO-2017751492,NSA,2017/04/25 04:00:00+00,2017/04/29 04:00:00+00,"Construction Site (Warehouse, Trailer, Shed)",Commercial,1430,100,Assault,2017,April,29,119,Saturday  ,9,2017,April,25,115,Tuesday   ,10,YES,Assault,NSA,NSA,-79.59102495,43.59354016,109335
-8860032.369,5402755.54,109565,GO-2017751492,NSA,2017/04/25 04:00:00+00,2017/04/29 04:00:00+00,"Construction Site (Warehouse, Trailer, Shed)",Commercial,1430,100,Assault,2017,April,29,119,Saturday  ,9,2017,April,25,115,Tuesday   ,10,YES,Assault,NSA,NSA,-79.59102495,43.59354016,109336
0,0,109813,GO-2017766457,NSA,2016/11/01 04:00:00+00,2017/05/01 04:00:00+00,"Other Commercial / Corporate Places (For Profit, Warehouse, Corp. Bldg",Commercial,2130,210,Theft Over,2017,May,1,121,Monday    ,19,2016,November,1,306,Tuesday   ,0,NO,Theft Over,NSA,NSA,0,0,109498
-8852598.607,5427749.036,109029,GO-2017718338,NSA,2017/04/24 04:00:00+00,2017/04/24 04:00:00+00,"Other Commercial / Corporate Places (For Profit, Warehouse, Corp. Bldg",Commercial,2130,210,Theft Over,2017,April,24,114,Monday    ,11,2017,April,24,114,Monday    ,11,NO,Theft Over,NSA,NSA,-79.52424633,43.75592926,109612
0,0,109634,GO-2017756826,NSA,2017/04/17 04:00:00+00,2017/04/29 04:00:00+00,"Other Commercial / Corporate Places (For Profit, Warehouse, Corp. Bldg",Commercial,1610,210,Robbery - Business,2017,April,29,119,Saturday  ,3,2017,April,17,107,Monday    ,15,YES,Robbery,NSA,NSA,0,0,109631
0,0,109635,GO-2017756826,NSA,2017/04/17 04:00:00+00,2017/04/29 04:00:00+00,"Other Commercial / Corporate Places (For Profit, Warehouse, Corp. Bldg",Commercial,1610,210,Robbery - Business,2017,April,29,119,Saturday  ,3,2017,April,17,107,Monday    ,15,YES,Robbery,NSA,NSA,0,0,109632
0,0,109636,GO-2017756826,NSA,2017/04/17 04:00:00+00,2017/04/29 04:00:00+00,"Other Commercial / Corporate Places (For Profit, Warehouse, Corp. Bldg",Commercial,1610,210,Robbery - Business,2017,April,29,119,Saturday  ,3,2017,April,17,107,Monday    ,15,YES,Robbery,NSA,NSA,0,0,109633
0,0,109500,GO-2017749294,NSA,2017/04/28 04:00:00+00,2017/04/28 04:00:00+00,"Single Home, House (Attach Garage, Cottage, Mobile)",House,1450,100,Discharge Firearm - Recklessly,2017,April,28,118,Friday    ,23,2017,April,28,118,Friday    ,3,NO,Assault,NSA,NSA,0,0,109858
-8840947.819,5435738.528,109364,GO-2017739747,NSA,2017/04/13 04:00:00+00,2017/04/27 04:00:00+00,"Apartment (Rooming House, Condo)",Apartment,1430,100,Assault,2017,April,27,117,Thursday  ,15,2017,April,13,103,Thursday  ,14,NO,Assault,NSA,NSA,-79.41958552,43.80774633,109895
0,0,109368,GO-2017736767,NSA,2017/04/27 04:00:00+00,2017/04/27 04:00:00+00,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,1420,100,Assault With Weapon,2017,April,27,117,Thursday  ,12,2017,April,27,117,Thursday  ,6,NO,Assault,NSA,NSA,0,0,109899
0,0,109369,GO-2017736767,NSA,2017/04/27 04:00:00+00,2017/04/27 04:00:00+00,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,1455,100,Use Firearm / Immit Commit Off,2017,April,27,117,Thursday  ,12,2017,April,27,117,Thursday  ,6,NO,Assault,NSA,NSA,0,0,109900
-8875638.196,5421975.155,109152,GO-2017725937,NSA,2017/04/23 04:00:00+00,2017/04/25 04:00:00+00,"Single Home, House (Attach Garage, Cottage, Mobile)",House,1420,100,Assault With Weapon,2017,April,25,115,Tuesday   ,13,2017,April,23,113,Sunday    ,14,YES,Assault,NSA,NSA,-79.73121448,43.71845392,109952
0,0,110601,GO-2017823263,NSA,2000/01/01 05:00:00+00,2017/05/10 04:00:00+00,"Other Commercial / Corporate Places (For Profit, Warehouse, Corp. Bldg",Commercial,2130,210,Theft Over,2017,May,10,130,Wednesday ,15,2000,January,1,1,Saturday  ,0,YES,Theft Over,NSA,NSA,0,0,110001
-8877165.966,5413503.009,110724,GO-2017832848,NSA,2017/05/11 04:00:00+00,2017/05/11 04:00:00+00,"Single Home, House (Attach Garage, Cottage, Mobile)",House,1430,100,Assault,2017,May,11,131,Thursday  ,23,2017,May,11,131,Thursday  ,17,YES,Assault,NSA,NSA,-79.74493867,43.66342305,110290
0,0,110773,GO-2017836405,NSA,2017/05/11 04:00:00+00,2017/05/12 04:00:00+00,Other Regional Transit System Vehicle,Transit,2130,210,Theft Over,2017,May,12,132,Friday    ,12,2017,May,11,131,Thursday  ,12,NO,Theft Over,NSA,NSA,0,0,110339
-8802511.483,5441283.792,110518,GO-2017817602,NSA,2017/05/09 04:00:00+00,2017/05/09 04:00:00+00,"Single Home, House (Attach Garage, Cottage, Mobile)",House,1420,110,Assault Bodily Harm,2017,May,9,129,Tuesday   ,15,2017,May,9,129,Tuesday   ,0,YES,Assault,NSA,NSA,-79.07430604,43.84368458,110379
-8887070.591,5368069.097,110562,GO-2017817581,NSA,2017/05/09 04:00:00+00,2017/05/09 04:00:00+00,"Single Home, House (Attach Garage, Cottage, Mobile)",House,1430,100,Assault,2017,May,9,129,Tuesday   ,15,2017,May,9,129,Tuesday   ,15,NO,Assault,NSA,NSA,-79.83391343,43.36744553,110423
0,0,110968,GO-2017850560,NSA,2017/05/14 04:00:00+00,2017/05/14 04:00:00+00,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,1610,200,Robbery - Mugging,2017,May,14,134,Sunday    ,16,2017,May,14,134,Sunday    ,16,NO,Robbery,NSA,NSA,0,0,110525
0,0,110987,GO-2017851402,NSA,2017/05/14 04:00:00+00,2017/05/14 04:00:00+00,"Other Commercial / Corporate Places (For Profit, Warehouse, Corp. Bldg",Commercial,1430,100,Assault,2017,May,14,134,Sunday    ,19,2017,May,14,134,Sunday    ,16,NO,Assault,NSA,NSA,0,0,110544
0,0,110126,GO-2017788647,NSA,2017/05/04 04:00:00+00,2017/05/05 04:00:00+00,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,1430,100,Assault,2017,May,5,125,Friday    ,1,2017,May,4,124,Thursday  ,10,NO,Assault,NSA,NSA,0,0,110562
0,0,110039,GO-2017777219,NSA,2017/05/02 04:00:00+00,2017/05/03 04:00:00+00,Schools During Supervised Activity,Educational,1420,100,Assault With Weapon,2017,May,3,123,Wednesday ,10,2017,May,2,122,Tuesday   ,14,YES,Assault,NSA,NSA,0,0,110587
0,0,110061,GO-2017784027,NSA,2017/05/04 04:00:00+00,2017/05/04 04:00:00+00,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,1430,100,Assault,2017,May,4,124,Thursday  ,11,2017,May,4,124,Thursday  ,11,YES,Assault,NSA,NSA,0,0,110609
0,0,110095,GO-2017787421,NSA,2017/05/04 04:00:00+00,2017/05/04 04:00:00+00,"Single Home, House (Attach Garage, Cottage, Mobile)",House,2120,210,Unlawfully In Dwelling-House,2017,May,4,124,Thursday  ,22,2017,May,4,124,Thursday  ,22,NO,Break and Enter,NSA,NSA,0,0,110643
0,0,110275,GO-2017800237,NSA,2017/05/06 04:00:00+00,2017/05/06 04:00:00+00,"Apartment (Rooming House, Condo)",Apartment,1420,100,Assault With Weapon,2017,May,6,126,Saturday  ,21,2017,May,6,126,Saturday  ,18,YES,Assault,NSA,NSA,0,0,110795
0,0,111015,GO-2017851999,NSA,2017/05/14 04:00:00+00,2017/05/14 04:00:00+00,"Single Home, House (Attach Garage, Cottage, Mobile)",House,2120,200,B&E,2017,May,14,134,Sunday    ,22,2017,May,14,134,Sunday    ,20,NO,Break and Enter,NSA,NSA,0,0,111028
0,0,111504,GO-2017886882,NSA,2017/05/17 04:00:00+00,2017/05/19 04:00:00+00,"Single Home, House (Attach Garage, Cottage, Mobile)",House,1430,100,Assault,2017,May,19,139,Friday    ,22,2017,May,17,137,Wednesday ,16,YES,Assault,95,Annex,0,0,111134
0,0,111871,GO-2017908110,NSA,2017/05/23 04:00:00+00,2017/05/23 04:00:00+00,"Single Home, House (Attach Garage, Cottage, Mobile)",House,2120,200,B&E,2017,May,23,143,Tuesday   ,19,2017,May,23,143,Tuesday   ,9,NO,Break and Enter,NSA,NSA,0,0,111221
0,0,111779,GO-2017902869,NSA,2017/02/04 05:00:00+00,2017/05/22 04:00:00+00,"Parking Lots (Apt., Commercial Or Non-Commercial)",Outside,1430,100,Assault,2017,May,22,142,Monday    ,19,2017,February,4,35,Saturday  ,23,NO,Assault,NSA,NSA,0,0,111567
0,0,111919,GO-2017911488,NSA,2017/05/23 04:00:00+00,2017/05/24 04:00:00+00,"Apartment (Rooming House, Condo)",Apartment,1430,100,Assault,2017,May,24,144,Wednesday ,1,2017,May,23,143,Tuesday   ,22,YES,Assault,NSA,NSA,0,0,111600
0,0,111920,GO-2017911488,NSA,2017/05/23 04:00:00+00,2017/05/24 04:00:00+00,"Apartment (Rooming House, Condo)",Apartment,1430,100,Assault,2017,May,24,144,Wednesday ,1,2017,May,23,143,Tuesday   ,22,YES,Assault,NSA,NSA,0,0,111605
-8798930.744,5444389.495,112278,GO-2017937423,NSA,2017/05/27 04:00:00+00,2017/05/27 04:00:00+00,"Single Home, House (Attach Garage, Cottage, Mobile)",House,1430,100,Assault,2017,May,27,147,Saturday  ,19,2017,May,27,147,Saturday  ,19,YES,Assault,NSA,NSA,-79.04213971,43.86380285,112089
0,0,112912,GO-20171009673,NSA,2017/06/02 04:00:00+00,2017/06/02 04:00:00+00,"Other Commercial / Corporate Places (For Profit, Warehouse, Corp. Bldg",Commercial,1430,100,Assault,2017,June,2,153,Friday    ,22,2017,June,2,153,Friday    ,22,YES,Assault,NSA,NSA,0,0,112277
0,0,112913,GO-20171009673,NSA,2017/06/02 04:00:00+00,2017/06/02 04:00:00+00,"Other Commercial / Corporate Places (For Profit, Warehouse, Corp. Bldg",Commercial,1430,100,Assault,2017,June,2,153,Friday    ,22,2017,June,2,153,Friday    ,22,YES,Assault,NSA,NSA,0,0,112278
-8859532.183,5404809.71,112036,GO-20171074972,NSA,2017/05/24 04:00:00+00,2017/05/24 04:00:00+00,"Other Commercial / Corporate Places (For Profit, Warehouse, Corp. Bldg",Commercial,1610,210,Robbery - Business,2017,May,24,144,Wednesday ,22,2017,May,24,144,Wednesday ,22,YES,Robbery,NSA,NSA,-79.5865317,43.6069032,112500
0,0,112093,GO-2017922758,NSA,2017/05/25 04:00:00+00,2017/05/25 04:00:00+00,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,1430,100,Assault,2017,May,25,145,Thursday  ,16,2017,May,25,145,Thursday  ,14,YES,Assault,NSA,NSA,0,0,112558
0,0,112094,GO-2017922847,NSA,2017/05/23 04:00:00+00,2017/05/25 04:00:00+00,"Single Home, House (Attach Garage, Cottage, Mobile)",House,1430,100,Assault,2017,May,25,145,Thursday  ,14,2017,May,23,143,Tuesday   ,21,NO,Assault,NSA,NSA,0,0,112559
0,0,112526,GO-2017946906,NSA,2017/05/28 04:00:00+00,2017/05/29 04:00:00+00,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,2135,210,Theft Of Motor Vehicle,2017,May,29,149,Monday    ,9,2017,May,28,148,Sunday    ,21,NO,Auto Theft,NSA,NSA,0,0,112586
0,0,112722,GO-2017968447,NSA,2017/05/06 04:00:00+00,2017/06/01 04:00:00+00,"Commercial Dwelling Unit (Hotel, Motel, B & B, Short Term Rental)",Commercial,1430,100,Assault,2017,June,1,152,Thursday  ,10,2017,May,6,126,Saturday  ,19,YES,Assault,NSA,NSA,0,0,112761
0,0,112680,GO-2017961286,NSA,2017/05/16 04:00:00+00,2017/05/31 04:00:00+00,Unknown,Other,2135,210,Theft Of Motor Vehicle,2017,May,31,151,Wednesday ,10,2017,May,16,136,Tuesday   ,10,NO,Auto Theft,NSA,NSA,0,0,112911
0,0,112681,GO-2017961286,NSA,2017/05/16 04:00:00+00,2017/05/31 04:00:00+00,Unknown,Other,2135,210,Theft Of Motor Vehicle,2017,May,31,151,Wednesday ,10,2017,May,16,136,Tuesday   ,10,NO,Auto Theft,NSA,NSA,0,0,112912
0,0,113004,GO-2017987424,NSA,2017/06/03 04:00:00+00,2017/06/04 04:00:00+00,"Single Home, House (Attach Garage, Cottage, Mobile)",House,1430,100,Assault,2017,June,4,155,Sunday    ,0,2017,June,3,154,Saturday  ,15,NO,Assault,NSA,NSA,0,0,113133
-8842442.392,5442729.344,113516,GO-20171026129,NSA,2017/03/09 05:00:00+00,2017/06/09 04:00:00+00,"Apartment (Rooming House, Condo)",Apartment,1420,100,Assault With Weapon,2017,June,9,160,Friday    ,14,2017,March,9,68,Thursday  ,0,NO,Assault,NSA,NSA,-79.4330115,43.85304949,113152
0,0,113525,GO-20171026005,NSA,2017/06/09 04:00:00+00,2017/06/09 04:00:00+00,"Apartment (Rooming House, Condo)",Apartment,1430,100,Assault,2017,June,9,160,Friday    ,21,2017,June,9,160,Friday    ,17,NO,Assault,NSA,NSA,0,0,113161
